id;user_id;role;created_at
8ba10470-a880-44d2-8088-41ec51abbb2a;e87e1f6b-1658-4aee-b7d7-3de7970dccc4;user;2026-07-29 11:42:43.634543+00
283abe68-3e71-41aa-bd65-ad94d566763a;651ce83c-c112-48b0-adb1-f273a478b269;user;2026-07-29 12:31:07.609541+00
38c672d1-63e5-438b-b582-43f0ca8af9c2;84585a88-b68b-4248-89ff-88223be5403d;user;2026-07-30 02:01:03.06532+00
