user_id;analysis_complete;agent_updates;weekly_digest;created_at;updated_at
e87e1f6b-1658-4aee-b7d7-3de7970dccc4;true;true;true;2026-07-29 11:42:55.853088+00;2026-07-29 11:42:55.853088+00
84585a88-b68b-4248-89ff-88223be5403d;true;true;false;2026-07-30 02:01:07.400679+00;2026-07-30 02:01:07.400679+00
651ce83c-c112-48b0-adb1-f273a478b269;true;true;false;2026-07-30 04:02:56.406829+00;2026-07-30 04:02:56.406829+00
